,x1,x2,x3,x4,x5,x6,x7,x8,f1,f2,f3
0,0.42174676917438525,0.6731800405754625,0.28281707890577734,0.041484667229664644,0.00985658053290192,0.7239300733320002,0.9854571057324604,0.6403655836986544,0.6982352549185837,1.2384705760861217,1.1090753084804175
1,0.8222677304079121,0.9638086175589384,0.5682809891230731,0.45714715642265946,0.8156625750384582,0.35633487642255907,0.9063330232524679,0.20623618610285674,0.021578853876525285,0.37917100033991286,1.3248234993371282
2,0.6432457763813635,0.5997093307973567,0.3710984376888539,0.160414079585424,0.45691721071796576,0.005993922455323804,0.13928085337856866,0.26395207267603654,0.48882338296099476,0.6721620708211051,1.3245042209131201
3,0.9237134952508002,0.4617489275061034,0.2211338014381005,0.9084061217421218,0.10625925371739124,0.6195656875119385,0.9712068338598834,0.09925614434857549,0.16070554749166766,0.14246754729236588,1.7836381409090531
4,0.51145391715955,0.48990760186996407,0.0785003852607071,0.07825266963524574,0.36075240110092693,0.6003266914766224,0.5372340414548381,0.07964186862014536,0.779418680943646,0.7550899215425668,1.1249668700468758
5,0.7482367068747793,0.5461503604360057,0.9878645625498877,0.3220975665823069,0.9061065108931756,0.4718889191292477,0.5609124609785656,0.14184949182561374,0.39491221244999586,0.45676076583696273,1.446381218638776
6,0.6134351711104932,0.7421396309230258,0.49931183933666007,0.16810376091033752,0.18614082256198752,0.6512306215653101,0.5254871002736294,0.8151749934865853,0.2993843713719633,0.6982658730721821,1.0934971073483137
7,0.8536094160819571,0.2936166109697118,0.8259319443220068,0.18609010286630015,0.527479740947668,0.8885869103785915,0.3028972205441396,0.46310785294672,0.28509242208439667,0.1416792602878619,1.3599713933463273
8,0.20793272595288007,0.35632443854749024,0.008280803628822117,0.6203971227137262,0.2157863188453028,0.1239167622312967,0.8655553404840002,0.536969782033739,1.295003617284186,0.81138446865638,0.5176799761251415
9,0.023894341868554877,0.7149979957272983,0.9782615361530711,0.14595328859219675,0.940980497947237,0.8686806065348915,0.726958135253193,0.9053914216212838,0.8220244430426282,1.7118482288326389,0.07130841096929448
10,0.6901810485673284,0.6572553202353607,0.11394789078846859,0.3869330486322766,0.3322092539371613,0.037754679091472794,0.8860679458429357,0.48323055340292503,0.37240486729719957,0.6235509145048653,1.3726721032803844
11,0.410509301681663,0.9383845136982373,0.9325545403430582,0.5978607470440632,0.8069167953145565,0.05111802562573643,0.7166957428127204,0.11578302293617411,0.13028431437256469,1.341909819864179,1.0139595123840925
12,0.6114651355150098,0.21761218801732388,0.33670927022860325,0.36469548134326946,0.25158935031843094,0.23279340880724791,0.5669327222761774,0.88185315807292,0.717270400344321,0.25519829670672806,1.0885607114537958
13,0.5663979171143988,0.3637472345296827,0.4194261823670125,0.4012195008797573,0.3319631590442586,0.18598516499943776,0.2320189708822496,0.3463077406619839,0.6559665899582515,0.4217255707360533,0.9621867962779238
14,0.7981471099067475,0.9593308124507886,0.5268406454478852,0.4422649201813922,0.3374103523839785,0.7185476496305047,0.35658083941312274,0.0328834161356748,0.02621413355485674,0.4097875691500877,1.25136985182174
15,0.43292562694244796,0.6687293879028218,0.7723864834294525,0.6030346334581688,0.025633696791692456,0.6042148449607617,0.4813162889147828,0.8180640650587349,0.5498123764150158,0.9594690330964443,0.8943167801492797
16,0.03826235780490303,0.3571220851622677,0.2966266491882643,0.5637484595228524,0.028228954045086893,0.17072088103716204,0.8474671709101844,0.48021934020533036,1.265741445292012,0.7952604587028298,0.08995164406025283
17,0.8478189851554279,0.15910227835334403,0.3264857188786466,0.9315441169261013,0.06182734058378792,0.9610409570788047,0.22587259786586059,0.3259357215678906,0.39605480583932684,0.10109449571890927,1.6772464691618767
18,0.20659063685344603,0.097238832983445,0.3809819300465223,0.013162338813174999,0.2549627699711455,0.654484499048045,0.3053840904602415,0.7749204741606773,1.3569527107860568,0.20889124264791856,0.46186184398450086
19,0.9914773548208333,0.5498328605894776,0.2691478367674429,0.10941480346716528,0.45857039850695663,0.44934975847267716,0.5026443155495353,0.6729774344738446,0.01078454281898774,0.01262036642031797,1.2399484404940557
20,0.7723605757841684,0.6234157214676267,0.7666828454136947,0.4131069343708843,0.2998885718863477,0.05912785097018348,0.5335435635666814,0.5497750635545618,0.25698454879996074,0.38254028479354,1.2334030670123302
21,0.8110441853729098,0.5715398232035531,0.5302232047573407,0.6707564334732441,0.01709737550357238,0.7939060834948296,0.3789164867981302,0.719331621052584,0.2575022241157302,0.3230133587643399,1.350655293288017
22,0.40129287022878973,0.9412037297343528,0.3297327908493301,0.7846086560254434,0.14252145646822328,0.6550707369734848,0.22364001444835588,0.30092893182618013,0.1026513715921074,1.1083012477950778,0.8121331682862167
23,0.18925063079902588,0.4557510829411375,0.8342578763951628,0.9246173219633745,0.4184590889860053,0.2597456823607422,0.5753239006960587,0.970633075793684,1.1424087082223497,0.993696915863446,0.46385103074498313
